title,release_date,critic_score,audience_score,release_year
"White Hunter, Black Heart","Released Sep 14, 1990",0.83,0.62,1990
Goodfellas,"Released Sep 19, 1990",0.95,0.97,1990
Funny About Love,1990,0.0,0.14,1990
I Come in Peace,1990,0.38,0.46,1990
King of New York,"Released Sep 28, 1990",0.7,0.77,1990
Pacific Heights,1990,0.52,0.48,1990
Texasville,"Released Sep 28, 1990",0.59,0.46,1990
Avalon,2001,0.83,0.73,2001
Henry & June,"Released Oct 5, 1990",0.6,0.68,1990
Marked for Death,1990,0.27,0.5,1990
Miller's Crossing,"Released Sep 21, 1990",0.93,0.9,1990
Mr. Destiny,"Released Oct 12, 1990",0.35,0.55,1990
Spirit of '76,"Released Oct 12, 1990",0.8,0.54,1990
To Sleep With Anger,"Released Oct 12, 1990",0.89,0.79,1990
Troll 2,"Released Oct 12, 1990",0.05,0.45,1990
"Welcome Home, Roxy Carmichael",1990,0.55,0.47,1990
Ambulance,"Released Apr 8, 2022",0.68,0.88,2022
Night of the Living Dead,"Released Oct 1, 1968",0.95,0.87,1968
Quigley Down Under,1990,0.52,0.74,1990
Reversal of Fortune,"Released Oct 17, 1990",0.92,0.78,1990
White Palace,"Released Oct 19, 1990",0.5,0.62,1990
Graveyard Shift,1990,0.0,0.23,1990
Soultaker,1990,0.0,0.29,1990
Tune in Tomorrow...,1990,0.5,0.53,1990
Frankenstein Unbound,1990,0.5,0.33,1990
Graffiti Bridge,"Released Nov 2, 1990",0.18,0.88,1990
Jacob's Ladder,"Released Nov 2, 1990",0.72,0.84,1990
Vincent and Theo,"Released Nov 2, 1990",0.9,0.72,1990
Child's Play 2,"Released Nov 9, 1990",0.44,0.52,1990
The Krays,1990,0.82,0.8,1990
Psycho IV: The Beginning,1990,0.2,0.32,1990
The Rescuers Down Under,"Released Nov 16, 1990",0.72,0.68,1990
Rocky V,"Released Nov 16, 1990",0.33,0.31,1990
The Nutcracker Prince,"Released Nov 21, 1990",0.14,0.72,1990
Predator 2,1990,0.3,0.44,1990
Robot Jox,"Released Nov 21, 1990",0.4,0.42,1990
Three Men and a Little Lady,1990,0.4,0.43,1990
Mr. & Mrs. Bridge,"Released Nov 23, 1990",0.82,0.44,1990
Misery,"Released Nov 30, 1990",0.91,0.9,1990
The Grifters,"Released Dec 5, 1990",0.91,0.7,1990
The Rookie,"Released Mar 29, 2002",0.84,0.7,2002
Havana,"Released Dec 12, 1990",0.27,0.57,1990
The Sheltering Sky,"Released Dec 12, 1990",0.45,0.79,1990
Edward Scissorhands,"Released Dec 7, 1990",0.9,0.91,1990
Look Who's Talking Too,1990,0.13,0.32,1990
Mermaids,1990,0.72,0.7,1990
Almost an Angel,1990,0.33,0.49,1990
Hamlet,2009,1.0,0.91,2009
The Russia House,"Released Dec 19, 1990",0.7,0.49,1990
The Bonfire of the Vanities,1990,0.15,0.26,1990
The Long Walk Home,1990,0.88,0.84,1990
Come See the Paradise,1990,0.64,0.73,1990
"The Godfather, Part III","Released Dec 25, 1990",0.66,0.67,1990
Green Card,"Released Dec 23, 1990",0.59,0.5,1990
Terminator 2: Judgment Day,"Released Jul 3, 1991",0.91,0.95,1991
Robin Hood: Prince of Thieves,"Released Jun 14, 1991",0.51,0.72,1991
The Silence of the Lambs,"Released Feb 13, 1991",0.95,0.95,1991
City Slickers,"Released Jun 7, 1991",0.89,0.64,1991
Hook,"Released Dec 11, 1991",0.29,0.76,1991
The Addams Family,"Released Oct 11, 2019",0.45,0.69,2019
The Addams Family,"Released Nov 22, 1991",0.67,0.66,1991
Sleeping With the Enemy,"Released Feb 8, 1991",0.24,0.6,1991
The Naked Gun 2 1/2: The Smell of Fear,1991,0.58,0.65,1991
Not Without My Daughter,"Released Jan 11, 1991",0.53,0.71,1991
Warlock,"Released Nov 2, 1990",0.56,0.48,1990
Cadence,1990,0.42,0.7,1990
Flight of the Intruder,1991,0.25,0.51,1991
Once Around,"Released Jan 18, 1991",0.67,0.73,1991
Too Much Sun,1991,0.14,0.32,1991
Queens Logic,"Released Feb 1, 1991",0.3,0.35,1991
Run,2020,0.89,0.74,2020
L.A. Story,"Released Feb 8, 1991",0.91,0.75,1991
The Neverending Story II: The Next Chapter,1990,0.14,0.4,1990
Rosencrantz and Guildenstern Are Dead,1990,0.61,0.87,1990
King Ralph,1991,0.23,0.28,1991
Bride of Re-Animator,1989,0.37,0.45,1989
"He Said, She Said","Released Feb 22, 1991",0.33,0.34,1991
Scenes From a Mall,"Released Feb 22, 1991",0.32,0.26,1991
The Doors,"Released Mar 1, 1991",0.56,0.79,1991
My Heroes Have Always Been Cowboys,1991,0.33,0.79,1991
Closet Land,1991,0.44,0.85,1991
The Hard Way,1991,0.75,0.53,1991
La Femme Nikita,"Released Apr 1, 1991",0.9,0.84,1991
New Jack City,"Released Mar 8, 1991",0.81,0.8,1991
Guilty by Suspicion,"Released Mar 15, 1991",0.68,0.55,1991
The Perfect Weapon,1991,0.36,0.63,1991
Defending Your Life,"Released Mar 22, 1991",0.98,0.83,1991
Mister Johnson,1990,0.78,0.63,1990
Career Opportunities,1991,0.42,0.37,1991
The Comfort of Strangers,"Released Mar 15, 1990",0.54,0.58,1990
The Five Heartbeats,1991,0.39,0.95,1991
Hangin' With the Homeboys,"Released Apr 5, 1991",0.93,0.67,1991
The Marrying Man,"Released Apr 5, 1991",0.1,0.45,1991
Impromptu,"Released Apr 12, 1991",0.74,0.71,1991
Out for Justice,1991,0.23,0.53,1991
The Object of Beauty,"Released Apr 12, 1991",0.77,0.36,1991
Drop Dead Fred,"Released Apr 19, 1991",0.11,0.77,1991
Mortal Thoughts,"Released Apr 19, 1991",0.56,0.36,1991
A Kiss Before Dying,1991,0.36,0.31,1991
Citizen Kane,"Released May 1, 1941",0.99,0.9,1941
One Good Cop,"Released May 3, 1991",0.14,0.36,1991
"Truly, Madly, Deeply",1991,0.76,0.87,1991
Madonna: Truth or Dare,"Released May 10, 1991",0.86,0.7,1991
What About Bob?,1991,0.82,0.79,1991
Mannequin: On the Move,1991,0.13,0.4,1991
Backdraft,"Released May 24, 1991",0.73,0.75,1991
Hudson Hawk,1991,0.31,0.56,1991
Only the Lonely,"Released May 31, 1991",0.65,0.5,1991
Thelma & Louise,"Released May 24, 1991",0.86,0.82,1991
Wild Hearts Can't Be Broken,"Released May 12, 1991",0.73,0.89,1991
Soapdish,"Released May 31, 1991",0.74,0.63,1991
Dark Obsession,2023,0.63,0.96,2023
Don't Tell Mom the Babysitter's Dead,"Released Jun 7, 1991",0.35,0.57,1991
Jungle Fever,"Released Jun 7, 1991",0.8,0.67,1991
Straight Out of Brooklyn,1991,0.8,0.6,1991
Bright Angel,"Released Jun 14, 1990",0.8,0.27,1990
Dying Young,1991,0.25,0.65,1991
The Rocketeer,"Released Jun 21, 1991",0.67,0.65,1991
Where Angels Fear to Tread,1991,0.64,0.53,1991
Problem Child 2,"Released Jul 3, 1991",0.07,0.42,1991
Slacker,1991,0.82,0.77,1991
One Hundred and One Dalmatians,1961,0.98,0.76,1961
Boyz N the Hood,"Released Jul 12, 1991",0.96,0.93,1991
Point Break,"Released Jul 12, 1991",0.69,0.79,1991
Regarding Henry,1991,0.49,0.63,1991
Bill & Ted's Bogus Journey,1991,0.56,0.56,1991
Dutch,1991,0.17,0.63,1991
Another You,1991,0.05,0.34,1991
Life Stinks,1991,0.25,0.45,1991
Mobsters,1991,0.09,0.57,1991
V.I. Warshawski,1991,0.24,0.23,1991
A Brighter Summer Day,1991,1.0,0.94,1991
Body Parts,1991,0.42,0.32,1991
Doc Hollywood,1991,0.69,0.51,1991
Rover Dangerfield,1991,0.17,0.56,1991
Return to the Blue Lagoon,1991,0.0,0.41,1991
Delirious,"Released Aug 9, 1991",0.29,0.39,1991
Double Impact,1991,0.33,0.42,1991
Pure Luck,"Released Aug 9, 1991",0.15,0.6,1991
Mystery Date,1991,0.25,0.4,1991
Barton Fink,"Released Aug 1, 1991",0.9,0.89,1991
Dead Again,"Released Aug 23, 1991",0.81,0.76,1991
Harley Davidson and the Marlboro Man,"Released Aug 23, 1991",0.29,0.65,1991
BeastMaster 2: Through the Portal of Time,1991,0.2,0.33,1991
Child's Play 3,"Released Aug 30, 1991",0.19,0.4,1991
The Pope Must Diet,1991,0.29,0.51,1991
Dogfight,"Released Sep 13, 1991",0.83,0.86,1991
Freddy's Dead: The Final Nightmare,"Released Sep 13, 1991",0.23,0.32,1991
Liebestraum,1991,0.45,0.48,1991
Mississippi Masala,"Released Feb 5, 1992",0.92,0.64,1992
The Fisher King,"Released Sep 20, 1991",0.85,0.85,1991
The Indian Runner,"Released Sep 20, 1991",0.74,0.8,1991
Late for Dinner,1991,0.58,0.67,1991
McBain,1991,0.33,0.36,1991
Rambling Rose,"Released Sep 20, 1991",1.0,0.54,1991
Deceived,1991,0.38,0.47,1991
Necessary Roughness,"Released Sep 27, 1991",0.35,0.47,1991
Suburban Commando,1991,0.15,0.33,1991
The Super,"Released Oct 19, 2018",0.4,0.6,2018
The Super,1991,0.0,0.42,1991
City of Hope,1991,0.95,0.82,1991
Ernest Scared Stupid,"Released Oct 11, 1991",0.25,0.51,1991
The Taking of Beverly Hills,1991,0.4,0.36,1991
Cool as Ice,"Released Oct 18, 1991",0.03,0.43,1991
Little Man Tate,"Released Oct 18, 1991",0.71,0.66,1991
My Own Private Idaho,"Released Oct 18, 1991",0.8,0.8,1991
Other People's Money,"Released Oct 18, 1991",0.31,0.46,1991
House Party 2,"Released Oct 23, 1991",0.27,0.65,1991
The Butcher's Wife,"Released Oct 25, 1991",0.24,0.3,1991
Curly Sue,"Released Oct 25, 1991",0.13,0.5,1991
Hitman,"Released Nov 21, 2007",0.16,0.57,2007
Life Is Sweet,1991,0.93,0.87,1991
Two Evil Eyes,"Released Oct 25, 1991",0.63,0.39,1991
29th Street,"Released Nov 1, 1991",0.75,0.86,1991
Billy Bathgate,1991,0.36,0.28,1991
The People Under the Stairs,"Released Nov 1, 1991",0.7,0.61,1991
Year of the Gun,1991,0.29,0.26,1991
Strictly Business,"Released Nov 8, 1991",0.1,0.56,1991
Kafka,"Released Nov 15, 1991",0.52,0.72,1991
Meeting Venus,1991,1.0,0.76,1991
Prospero's Books,"Released Nov 15, 1991",0.62,0.83,1991
An American Tail: Fievel Goes West,"Released Nov 1, 1991",0.57,0.62,1991
The Double Life of Veronique,"Released Nov 24, 1991",0.85,0.92,1991
For the Boys,"Released Nov 22, 1991",0.44,0.75,1991
Hearts of Darkness: A Filmmaker's Apocalypse,"Released Nov 27, 1991",1.0,0.94,1991
At Play in the Fields of the Lord,1991,0.57,0.74,1991
Star Trek VI: The Undiscovered Country,"Released Dec 6, 1991",0.83,0.84,1991
The Last Boy Scout,1991,0.46,0.68,1991
Bugsy,"Released Dec 13, 1991",0.84,0.69,1991
The Prince of Tides,"Released Dec 25, 1991",0.69,0.7,1991
Until the End of the World,"Released Jan 3, 1991",0.89,0.89,1991
Fried Green Tomatoes,"Released Dec 27, 1991",0.76,0.87,1991
Hear My Song,1991,0.9,0.76,1991
Naked Lunch,"Released Dec 27, 1991",0.72,0.77,1991
Aladdin,"Released May 24, 2019",0.57,0.94,2019
Home Alone 2: Lost in New York,"Released Nov 20, 1992",0.35,0.62,1992
Batman Returns,"Released Jun 19, 1992",0.82,0.73,1992
Lethal Weapon 3,"Released May 15, 1992",0.58,0.61,1992
Sister Act,"Released May 29, 1992",0.76,0.65,1992
Wayne's World,"Released Feb 14, 1992",0.79,0.84,1992
Basic Instinct,"Released Mar 20, 1992",0.55,0.64,1992
A League of Their Own,"Released Jul 1, 1992",0.81,0.84,1992
Kuffs,1992,0.28,0.47,1992
The Hand That Rocks the Cradle,"Released Jan 10, 1992",0.66,0.61,1992
Freejack,1992,0.25,0.25,1992
Juice,"Released Jan 17, 1992",0.81,0.9,1992
Love Crimes,1991,0.0,0.12,1991
Hard Promises,1991,0.4,0.59,1991
Shining Through,1992,0.41,0.72,1992
Final Analysis,1992,0.56,0.44,1992
Falling From Grace,"Released Feb 21, 1992",0.78,0.43,1992
Radio Flyer,1992,0.35,0.72,1992
Stop! Or My Mom Will Shoot,1992,0.14,0.21,1992
This Is My Life,1992,0.36,0.49,1992
The Mambo Kings,"Released Feb 28, 1992",0.79,0.68,1992
Memoirs of an Invisible Man,1992,0.26,0.32,1992
Blame It on the Bellboy,1992,0.19,0.39,1992
Gladiator,"Released May 5, 2000",0.8,0.87,2000
The Lawnmower Man,"Released Mar 6, 1992",0.37,0.31,1992
Once Upon a Crime,"Released Mar 6, 1992",0.0,0.43,1992
American Me,"Released Mar 13, 1992",0.73,0.9,1992
Article 99,1992,0.43,0.54,1992
Howards End,"Released Mar 13, 1992",0.94,0.81,1992
My Cousin Vinny,"Released Mar 13, 1992",0.87,0.87,1992
Shakes the Clown,"Released Mar 13, 1992",0.43,0.49,1992
Noises Off,"Released Mar 20, 1992",0.61,0.84,1992
Proof,"Released Sep 23, 2005",0.62,0.59,2005
Raise the Red Lantern,"Released Sep 10, 1991",0.97,0.94,1991
Shadows and Fog,"Released Feb 12, 1992",0.54,0.55,1992
Ladybugs,1992,0.14,0.43,1992
The Power of One,1992,0.39,0.87,1992
White Men Can't Jump,"Released Mar 27, 1992",0.75,0.69,1992
Delicatessen,"Released Apr 17, 1991",0.9,0.91,1991
Straight Talk,"Released Apr 3, 1992",0.46,0.58,1992
Thunderheart,1992,0.9,0.75,1992
Rock-A-Doodle,"Released Apr 3, 1992",0.2,0.55,1992
FernGully ... the Last Rainforest,"Released Apr 10, 1992",0.67,0.64,1992
Newsies,"Released Apr 10, 1992",0.39,0.88,1992
The Player,"Released Apr 3, 1992",0.97,0.84,1992
Sleepwalkers,1992,0.29,0.32,1992
Brain Donors,1992,0.45,0.85,1992
City of Joy,1992,0.53,0.74,1992
The Playboys,1992,0.92,0.53,1992
Highway 61,1991,1.0,0.84,1991
Passed Away,"Released Apr 24, 1992",0.1,0.45,1992
White Sands,1992,0.44,0.41,1992
Year of the Comet,"Released Apr 24, 1992",0.0,0.51,1992
Folks!,1992,0.0,0.53,1992
K2,"Released May 1, 1992",0.29,0.49,1992
Night on Earth,"Released May 2, 1992",0.76,0.91,1992
One False Move,"Released May 8, 1992",0.93,0.75,1992
The Waterdance,1992,0.94,0.63,1992
Monster in a Box,1991,0.93,0.88,1991
Alien 3,"Released May 22, 1992",0.49,0.46,1992
Encino Man,1992,0.14,0.56,1992
Far and Away,1992,0.5,0.62,1992
Europa,1991,0.82,0.88,1991
The Adjuster,1991,0.75,0.72,1991
Cold Heaven,1992,0.6,0.19,1992
Stepfather III: Father's Day,1991,0.2,0.24,1991
Patriot Games,"Released Jun 5, 1992",0.72,0.73,1992
Housesitter,1992,0.36,0.47,1992
The Hairdresser's Husband,"Released Oct 3, 1990",0.92,0.86,1990
Unlawful Entry,"Released Jun 26, 1992",0.76,0.49,1992
The Best Intentions,1992,0.81,0.87,1992
Prelude to a Kiss,"Released Jul 10, 1992",0.63,0.39,1992
Universal Soldier,"Released Jul 10, 1992",0.34,0.46,1992
"Honey, I Blew Up the Kid","Released Jul 17, 1992",0.4,0.24,1992
Man Trouble,1992,0.07,0.14,1992
Captain America,1990,0.12,0.19,1990
Mo' Money,"Released Jul 24, 1992",0.16,0.51,1992
Mom and Dad Save the World,1992,0.12,0.44,1992
Bebe's Kids,"Released Jul 31, 1992",0.36,0.74,1992
Buffy the Vampire Slayer,"Released Mar 10, 1992",0.36,0.43,1992
Death Becomes Her,"Released Jul 31, 1992",0.55,0.62,1992
Enchanted April,"Released Jul 31, 1991",0.85,0.84,1991
3 Ninjas,"Released Aug 7, 1992",0.35,0.53,1992
Raising Cain,1992,0.62,0.4,1992
Whispers in the Dark,1992,0.33,0.72,1992
Diggstown,1992,0.6,0.78,1992
Johnny Suede,1991,0.27,0.47,1991
Single White Female,"Released Aug 14, 1992",0.53,0.44,1992
Stay Tuned,"Released Aug 14, 1992",0.44,0.55,1992
Christopher Columbus: The Discovery,1992,0.07,0.17,1992
The Gun in Betty Lou's Handbag,1992,0.14,0.25,1992
Light Sleeper,"Released Aug 21, 1992",0.87,0.65,1992
Little Nemo: Adventures in Slumberland,"Released Aug 21, 1992",0.55,0.84,1992
Laws of Gravity,1992,1.0,0.81,1992
Storyville,1992,0.67,0.22,1992
Honeymoon in Vegas,"Released Aug 28, 1992",0.64,0.36,1992
Twin Peaks: Fire Walk With Me,1992,0.63,0.78,1992
Bob Roberts,"Released Sep 4, 1992",0.93,0.78,1992
Hellraiser III: Hell on Earth,"Released Sep 11, 1992",0.38,0.35,1992
Sneakers,"Released Sep 9, 1992",0.8,0.8,1992
Swoon,1992,0.73,0.65,1992
Where the Day Takes You,1992,0.8,0.73,1992
Captain Ron,"Released Sep 18, 1992",0.26,0.52,1992
Peter's Friends,1992,0.65,0.77,1992
Sarafina!,"Released Sep 11, 1992",0.6,0.86,1992
School Ties,"Released Sep 18, 1992",0.6,0.69,1992
South Central,1992,0.75,0.83,1992
Innocent Blood,1992,0.36,0.45,1992
Mr. Saturday Night,"Released Sep 23, 1992",0.59,0.38,1992
Glengarry Glen Ross,"Released Sep 16, 1992",0.95,0.88,1992
Hero,"Released Aug 27, 2004",0.94,0.87,2004
The Mighty Ducks,"Released Oct 2, 1992",0.23,0.65,1992
Mr. Baseball,1992,0.11,0.41,1992
1492: Conquest of Paradise,1992,0.32,0.5,1992
Under Siege,"Released Oct 9, 1992",0.8,0.62,1992
Candyman,"Released Oct 16, 1992",0.79,0.63,1992
The Public Eye,1992,0.61,0.51,1992
Dr. Giggles,1992,0.23,0.42,1992
Frozen Assets,1992,0.0,0.25,1992
Pure Country,"Released Oct 23, 1992",0.41,0.9,1992
Reservoir Dogs,"Released Oct 23, 1992",0.9,0.94,1992
Zebrahead,"Released Oct 23, 1992",0.75,0.69,1992
My New Gun,1992,0.44,0.4,1992
The Efficiency Expert,1991,0.67,0.5,1991
Jennifer Eight,"Released Nov 6, 1992",0.39,0.39,1992
Passenger 57,1992,0.3,0.38,1992
Traces of Red,"Released Aug 28, 1992",0.29,0.44,1992
Bram Stoker's Dracula,"Released Nov 13, 1992",0.74,0.79,1992
Love Potion No. 9,"Released Nov 13, 1992",0.25,0.43,1992
Flirting,"Released Nov 14, 1992",0.96,0.77,1992
Bad Lieutenant,1992,0.79,0.73,1992
The Crying Game,"Released Nov 25, 1992",0.95,0.78,1992
Damage,"Released Dec 23, 1992",0.81,0.73,1992
The Distinguished Gentleman,1992,0.13,0.37,1992
The Muppet Christmas Carol,"Released Dec 11, 1992",0.77,0.86,1992
Passion Fish,"Released Dec 11, 1992",1.0,0.82,1992
Used People,1992,0.44,0.39,1992
Toys,"Released Dec 18, 1992",0.29,0.39,1992
Indochine,"Released Apr 15, 1992",0.75,0.84,1992
Chaplin,"Released Jan 8, 1993",0.61,0.81,1993
Hoffa,"Released Dec 25, 1992",0.52,0.58,1992
Trespass,1992,0.7,0.47,1992
Lorenzo's Oil,"Released Jan 15, 1993",0.93,0.8,1993
Jurassic Park,"Released Jun 11, 1993",0.92,0.91,1993
Mrs. Doubtfire,"Released Nov 24, 1993",0.7,0.77,1993
Sleepless in Seattle,"Released Jun 25, 1993",0.75,0.75,1993
Indecent Proposal,"Released Apr 7, 1993",0.34,0.47,1993
In the Line of Fire,"Released Jul 9, 1993",0.96,0.79,1993
The Pelican Brief,"Released Dec 17, 1993",0.55,0.61,1993
Schindler's List,"Released Dec 15, 1993",0.98,0.97,1993
Leprechaun,"Released Jan 8, 1993",0.35,0.33,1993
Body of Evidence,1992,0.08,0.23,1992
Aspen Extreme,"Released Jan 22, 1993",0.22,0.67,1993
Hexed,"Released Jan 22, 1993",0.09,0.36,1993
Children of the Corn II: The Final Sacrifice,"Released Jan 29, 2022",0.3,0.2,2022
Matinee,"Released Jan 29, 1993",0.93,0.63,1993
The Cemetery Club,"Released Feb 3, 1993",0.57,0.3,1993
Homeward Bound: The Incredible Journey,"Released Feb 3, 1993",0.87,0.71,1993
National Lampoon's Loaded Weapon 1,"Released Feb 5, 1993",0.21,0.5,1993
Sommersby,"Released Feb 5, 1993",0.63,0.59,1993
The Vanishing,"Released Oct 10, 1990",0.96,0.88,1990
Dead Alive,"Released Feb 12, 1993",0.89,0.87,1993
Groundhog Day,"Released Feb 12, 1993",0.94,0.88,1993
Love Field,"Released Dec 11, 1992",0.4,0.55,1992
The Temp,"Released Feb 12, 1993",0.32,0.19,1993
Untamed Heart,"Released Feb 12, 1993",0.58,0.76,1993
Army of Darkness,"Released Feb 19, 1992",0.68,0.87,1992
Mac,1992,0.67,0.62,1992
El Mariachi,"Released Feb 26, 1993",0.91,0.76,1993
Falling Down,"Released Feb 26, 1993",0.75,0.84,1993
Amos & Andrew,1993,0.17,0.31,1993
Best of the Best II,1993,0.1,0.47,1993
Mad Dog and Glory,1993,0.78,0.45,1993
Rich in Love,1992,0.69,0.38,1992
Swing Kids,"Released Mar 5, 1993",0.56,0.79,1993
CB4,1993,0.52,0.62,1993
Fire in the Sky,"Released Mar 12, 1993",0.52,0.57,1993
Just Another Girl on the I.R.T.,"Released Mar 19, 1993",0.68,0.83,1993
Teenage Mutant Ninja Turtles III,1993,0.19,0.33,1993
Barbarians at the Gate,1993,0.71,0.74,1993
Hear No Evil,1993,0.2,0.35,1993
Married to It,"Released Mar 26, 1993",0.3,0.43,1993
The Opposite Sex... and How to Live With Them,1993,0.07,0.29,1993
The Adventures of Huck Finn,"Released Apr 2, 1993",0.75,0.5,1993
Cop and a Half,"Released Apr 2, 1993",0.13,0.34,1993
Crush,"Released Apr 5, 2002",0.36,0.57,2002
Jack the Bear,"Released Apr 2, 1993",0.28,0.58,1993
When a Stranger Calls Back,1993,0.63,0.62,1993
The Sandlot,"Released Apr 1, 1993",0.65,0.89,1993
"Bodies, Rest & Motion",1993,0.53,0.5,1993
Sidekicks,"Released Apr 9, 1993",0.26,0.48,1993
The Positively True Adventures of the Alleged Texas Cheerleader-Murdering Mom,1993,0.91,0.49,1993
Benny & Joon,"Released Apr 16, 1993",0.76,0.85,1993
The Dark Half,1993,0.62,0.41,1993
This Boy's Life,1993,0.76,0.8,1993
Who's the Man?,1993,0.56,0.55,1993
"Blood In, Blood Out",1993,0.64,0.94,1993
The Night We Never Met,"Released Apr 30, 1993",0.56,0.35,1993
Splitting Heirs,1993,0.07,0.37,1993
Three of Hearts,1993,0.53,0.35,1993
American Heart,"Released Sep 17, 1992",0.8,0.68,1992
Dave,"Released May 7, 1993",0.95,0.72,1993
Dragon: The Bruce Lee Story,"Released May 7, 1993",0.74,0.79,1993
Carnosaur,1993,0.18,0.23,1993
Excessive Force,1993,0.2,0.36,1993
Lost in Yonkers,"Released May 14, 1993",0.71,0.77,1993
Hot Shots! Part Deux,"Released May 21, 1993",0.59,0.63,1993
Sliver,1993,0.18,0.3,1993
Menace II Society,"Released May 26, 1993",0.84,0.93,1993
Like Water for Chocolate,"Released Feb 27, 1992",0.88,0.84,1992
The Long Day Closes,"Released Sep 12, 1992",0.82,0.77,1992
Super Mario Bros.,1993,0.29,0.29,1993
Guilty as Sin,1993,0.38,0.43,1993
Life With Mikey,"Released Jun 4, 1993",0.25,0.39,1993
The Music of Chance,1993,1.0,0.87,1993
Nothing But a Man,1964,0.98,0.88,1964
Orlando,"Released Jun 9, 1993",0.84,0.82,1993
Last Action Hero,"Released Jun 18, 1993",0.42,0.48,1993
Once Upon a Forest,"Released Jun 18, 1993",0.22,0.69,1993
Dennis the Menace,"Released Jun 24, 1993",0.27,0.38,1993
What's Love Got to Do With It,"Released Jun 9, 1993",0.97,0.88,1993
Son-in-Law,"Released Jul 2, 1993",0.32,0.59,1993
Rookie of the Year,"Released Jul 7, 1993",0.41,0.52,1993
Weekend at Bernie's II,"Released Jul 9, 1993",0.13,0.41,1993
Benefit of the Doubt,1993,0.0,0.19,1993
Free Willy,"Released Jul 16, 1993",0.71,0.5,1993
Hocus Pocus,"Released Jul 16, 1993",0.4,0.72,1993
Another Stakeout,1993,0.16,0.28,1993
Coneheads,1993,0.35,0.37,1993
Poetic Justice,"Released Jul 23, 1993",0.34,0.83,1993
Robin Hood: Men in Tights,"Released Jul 28, 1993",0.42,0.81,1993
Rising Sun,"Released Jul 30, 1993",0.33,0.4,1993
So I Married an Axe Murderer,"Released Jul 30, 1993",0.53,0.68,1993
Tom and Jerry: The Movie,"Released Apr 14, 1992",0.14,0.41,1992
The Meteor Man,1993,0.25,0.36,1993
My Boyfriend's Back,"Released Aug 6, 1993",0.13,0.45,1993
That Night,1992,0.67,0.79,1992
The Wedding Banquet,"Released Aug 1, 1993",0.97,0.87,1993
Searching for Bobby Fischer,"Released Aug 11, 1993",1.0,0.86,1993
Heart and Souls,1993,0.58,0.76,1993
Jason Goes to Hell: The Final Friday,1993,0.16,0.23,1993
The Secret Garden,"Released Aug 1, 1993",0.89,0.8,1993
Manhattan Murder Mystery,"Released Aug 18, 1993",0.94,0.83,1993
The Ballad of Little Jo,1993,0.77,0.62,1993
Hard Target,1993,0.6,0.49,1993
Surf Ninjas,1993,0.23,0.68,1993
Wilder Napalm,"Released Aug 20, 1993",0.25,0.55,1993
The Man Without a Face,1993,0.67,0.64,1993
Father Hood,"Released Aug 27, 1993",0.1,0.34,1993
Needful Things,1993,0.32,0.44,1993
Only the Strong,1993,0.13,0.77,1993
Son of the Pink Panther,"Released Aug 27, 1993",0.06,0.18,1993
The Thing Called Love,"Released Jul 16, 1993",0.57,0.52,1993
Calendar Girl,"Released Sep 3, 1993",0.11,0.31,1993
Kalifornia,1993,0.58,0.64,1993
The Joy Luck Club,"Released Sep 8, 1993",0.86,0.89,1993
Money for Nothing,"Released Aug 20, 1993",0.2,0.31,1993
True Romance,"Released Sep 10, 1993",0.93,0.93,1993
Undercover Blues,"Released Sep 10, 1993",0.37,0.67,1993
And the Band Played On,1993,1.0,0.88,1993
